226:4,7,8,7,5,7,4,7,6,3,8,2,9,2,5,7,7,7,3,9,8,8,4,3,8,8,2,1,2,2
227:6,3,3,8,4,7,4,5,3,3,2,9,5,7,7,4,1,4,3,2,9,1,3,8,5,9,9,8,3,7
228:3,1,4,7,7,7,1,4,6,3,7,9,8,6,7,9,7,6,5,4,6,5,4,7,6,5,4,6,5,7
229:6,2,2,5,4,9,9,7,6,8,7,8,8,6,5,4,6,8,2,9,4,6,5,4,8,5,3,3,7,2
230:1,9,4,7,9,5,4,9,2,6,3,4,4,6,1,8,5,1,2,3,6,8,3,3,4,6,7,6,2,3
231:2,1,9,7,1,4,8,3,8,1,7,5,1,5,6,1,6,4,8,8,7,1,4,8,8,8,1,6,4,6
232:9,5,7,1,3,4,7,9,8,4,2,6,2,8,5,3,3,3,9,1,5,6,4,8,3,8,8,9,7,6
233:6,5,4,1,8,9,5,8,8,2,5,4,6,1,6,2,1,8,5,9,5,8,3,2,4,7,8,8,1,6
234:2,5,2,6,9,3,7,3,4,7,7,5,5,9,7,2,9,6,8,7,6,3,5,1,9,5,7,4,4,8
235:2,9,4,1,1,3,6,5,1,1,4,3,5,8,5,6,1,1,3,9,9,7,4,2,2,4,7,9,5,8
236:3,8,4,4,1,5,7,7,5,2,6,9,5,9,1,2,5,6,4,4,1,6,9,5,7,8,7,5,9,7
237:8,6,9,4,1,8,5,9,5,1,4,5,4,4,9,1,1,7,8,6,5,5,7,2,5,5,3,5,1,5
238:4,1,5,1,4,8,9,7,4,4,5,3,7,3,3,3,1,7,6,6,4,8,1,8,7,1,3,6,6,8
239:3,5,6,6,5,4,4,3,2,5,1,3,6,4,9,8,1,8,8,6,3,5,4,3,8,8,6,2,2,6
240:1,2,8,3,5,2,2,9,5,2,1,2,4,7,4,5,1,3,8,7,9,7,9,2,4,6,4,8,5,1
241:9,6,9,2,6,4,8,5,2,3,8,6,6,5,5,1,1,4,1,6,1,8,1,4,4,4,4,8,1,9
242:2,5,2,6,9,3,7,3,4,7,7,5,5,9,7,2,9,6,8,7,6,3,5,1,9,5,7,4,4,7
243:9,2,4,3,6,1,2,7,3,1,2,1,5,9,6,2,2,3,1,4,3,8,6,6,5,9,6,3,7,2
244:8,5,8,9,9,5,7,1,8,2,3,8,1,4,8,3,4,9,9,5,2,8,4,8,4,9,6,9,2,9
245:1,4,8,9,6,3,8,6,8,3,1,1,6,6,5,9,4,9,2,6,8,3,8,8,4,5,8,4,7,7
246:7,7,7,7,2,7,1,8,6,5,7,8,7,8,7,5,1,6,9,1,7,1,6,8,3,9,6,3,4,4
247:7,8,2,6,6,8,2,9,1,2,5,9,1,2,1,9,4,2,2,6,1,7,2,7,5,3,5,9,3,8
248:7,5,7,8,8,5,5,6,4,7,1,9,6,7,7,6,1,2,1,2,9,3,5,7,1,9,3,9,5,1
249:6,8,2,8,1,3,3,5,2,6,5,3,8,3,9,6,8,8,8,8,7,1,8,9,4,4,3,2,5,1
250:2,8,3,1,7,8,5,4,5,2,3,8,1,7,4,8,2,2,8,9,2,8,9,3,8,9,8,5,9,1
251:1,2,7,5,5,4,9,9,8,3,6,5,7,9,8,8,3,9,2,8,9,6,1,4,6,9,3,3,5,4
252:7,3,5,7,5,4,3,4,3,9,5,7,2,6,8,1,1,9,2,7,5,3,7,4,5,9,2,1,7,9
253:4,6,8,9,7,4,4,1,2,7,7,1,1,4,2,9,3,5,7,4,6,9,8,4,7,6,1,9,6,3
254:4,1,5,1,4,8,9,7,4,4,5,3,7,3,3,3,1,7,6,3,4,8,1,8,7,1,3,6,6,2
255:1,8,7,1,9,5,2,3,2,6,5,6,7,4,4,4,7,4,3,3,7,7,9,6,3,5,3,6,1,4
256:9,6,9,2,6,4,8,5,2,3,8,6,6,5,5,1,1,4,1,6,2,8,1,4,4,4,4,8,1,1
257:6,4,9,7,9,4,4,2,6,3,8,1,9,5,9,9,3,2,5,8,8,2,6,4,6,2,4,1,2,7
258:9,9,7,7,8,2,6,3,5,5,6,3,5,2,4,8,3,3,1,5,1,9,5,4,3,1,2,3,8,7
259:4,6,8,3,2,1,7,1,6,8,7,8,6,8,4,9,6,8,6,9,3,6,6,5,8,2,7,4,4,2
260:3,9,8,3,1,9,5,4,4,8,5,2,6,1,1,3,5,4,2,9,8,5,6,1,9,4,8,9,3,1
261:9,7,3,6,6,9,4,1,7,7,3,7,8,8,1,3,3,4,8,6,6,6,6,7,2,9,6,1,4,4
262:1,9,7,3,3,1,1,4,4,7,7,7,2,5,7,3,1,2,5,2,1,3,3,2,8,7,9,6,9,9
263:7,8,6,8,7,3,6,8,5,2,9,7,4,7,3,5,1,6,5,4,8,8,6,6,7,3,7,8,4,1
264:2,9,5,2,1,9,9,7,1,7,3,3,2,7,6,7,1,6,6,9,9,7,2,6,2,9,7,1,2,5
265:2,2,9,5,5,3,8,5,4,1,7,4,3,7,2,8,7,1,4,3,3,5,2,9,8,2,4,1,3,1
266:3,5,8,3,7,3,1,1,8,3,3,9,7,1,8,2,1,3,6,9,5,6,4,8,2,4,3,8,5,6
267:8,1,7,3,9,4,5,4,7,7,5,4,3,4,1,6,2,7,7,8,7,4,5,2,5,4,3,9,1,8
268:5,9,7,7,6,8,3,8,9,9,5,2,6,6,2,4,1,3,2,8,6,4,6,2,9,6,1,8,2,8
269:9,5,3,9,7,6,6,9,7,3,7,8,6,2,9,3,8,8,9,1,5,1,3,4,8,3,1,7,7,1
270:9,8,2,3,6,7,5,5,9,3,3,1,6,8,6,9,4,6,3,9,7,8,6,7,1,2,7,4,7,7
271:7,7,4,7,2,8,9,9,7,3,9,2,6,2,8,2,2,1,4,5,7,9,5,8,9,6,6,1,9,4
272:3,5,8,3,7,3,6,1,8,3,3,9,7,1,8,2,1,3,6,9,5,6,4,8,2,4,3,8,5,5
273:5,8,1,6,9,9,5,2,8,6,4,7,5,3,3,1,1,2,1,9,8,8,5,5,5,3,2,6,2,8
274:7,4,3,9,5,7,6,6,7,9,8,7,9,9,6,9,2,1,9,9,2,5,5,2,2,3,5,2,1,7
275:1,2,5,7,6,2,4,3,9,5,6,6,2,3,9,7,8,4,4,3,9,9,2,3,5,6,6,6,8,5
276:7,8,2,3,9,8,3,7,4,1,8,5,2,5,6,1,5,2,7,1,6,8,2,3,3,7,2,7,6,1
277:9,3,8,9,8,6,2,7,6,2,4,8,9,9,3,9,4,9,8,2,1,9,6,1,3,3,7,8,6,5
278:5,5,1,5,5,9,5,2,2,4,9,5,3,8,4,1,4,3,2,8,6,7,5,1,6,6,8,4,1,2
279:8,5,9,5,4,1,9,8,1,5,3,4,9,5,1,6,7,8,1,2,8,5,5,1,4,6,2,6,2,8
280:5,1,6,9,8,4,4,2,3,5,1,9,4,7,3,9,5,5,5,2,9,6,5,7,5,3,5,2,9,3
281:8,4,7,9,2,8,5,5,2,8,5,5,6,4,4,9,2,5,6,8,4,4,1,2,6,5,9,9,2,5
282:4,9,7,1,9,4,2,9,4,3,1,3,1,6,7,7,1,1,2,2,1,6,1,3,1,3,5,7,5,1
283:4,7,6,5,5,6,6,3,7,3,5,1,1,6,3,4,6,1,5,3,7,1,5,9,7,6,4,8,5,3
284:9,2,5,9,5,9,6,2,2,6,3,3,9,2,7,4,9,1,9,9,8,2,4,3,9,3,4,7,7,5
285:5,2,6,1,8,7,9,7,1,6,5,5,6,7,2,8,2,6,4,3,6,6,8,1,6,9,1,2,7,4
286:4,3,5,3,7,2,6,1,9,4,4,5,7,8,2,1,7,3,9,5,1,5,9,7,8,9,9,2,8,7
287:2,5,2,6,9,3,7,3,4,7,7,5,5,9,7,5,9,6,8,7,6,3,5,1,9,5,7,4,4,8
288:2,1,9,8,5,3,7,3,7,6,7,1,7,4,7,6,1,5,4,8,9,4,6,2,8,4,1,7,1,9
289:1,9,4,7,9,5,8,9,2,6,3,4,4,6,1,8,5,1,2,3,6,8,3,3,4,6,7,6,2,3
290:3,3,7,5,1,8,9,1,1,8,4,6,5,7,1,4,2,1,7,9,2,4,3,7,8,4,3,3,4,1
291:5,8,7,6,3,7,2,2,8,9,2,8,6,1,6,7,4,7,5,9,4,5,2,5,7,7,9,2,6,4
292:9,1,8,9,2,8,5,9,4,2,4,7,7,6,7,9,5,5,8,7,5,8,5,9,2,6,6,8,9,1
293:9,9,2,4,3,4,4,3,3,6,2,6,2,6,9,6,3,9,1,5,9,5,9,8,4,5,5,8,6,9
294:5,6,7,8,5,6,2,5,7,7,4,3,7,1,4,6,9,9,3,5,4,6,9,6,8,6,6,2,4,5
295:5,1,1,9,7,6,7,1,5,4,6,5,6,7,1,1,2,3,3,7,3,2,2,3,9,3,7,3,2,2
296:3,8,4,4,1,5,4,7,5,2,6,9,5,9,1,2,5,6,4,4,1,6,9,5,7,8,7,5,9,7
297:3,2,7,8,9,2,7,8,1,3,6,4,9,8,6,9,9,9,4,6,9,6,2,1,7,2,7,5,1,2
298:6,3,1,6,5,2,4,1,3,4,4,8,6,5,5,7,7,6,1,1,6,4,9,2,9,1,3,5,5,5
299:8,5,7,4,2,7,3,2,4,8,8,8,2,8,2,2,2,1,6,6,9,9,1,7,8,8,8,3,4,3
300:2,3,5,4,8,4,3,5,3,5,5,7,5,6,7,9,2,4,5,6,3,5,7,7,9,5,5,1,7,4
301:9,5,1,5,2,3,5,4,4,5,6,6,8,1,1,7,5,1,6,3,5,5,2,6,5,6,6,8,7,4
302:9,9,2,4,3,4,4,3,3,6,2,6,2,6,9,6,3,9,1,5,9,5,9,8,4,5,5,8,6,2
303:9,1,8,9,2,8,5,9,4,2,4,7,7,6,7,9,5,5,3,7,5,8,5,9,2,6,6,8,9,1
304:5,8,5,6,8,6,9,5,6,2,1,6,2,8,6,4,4,7,2,5,5,1,3,4,4,9,6,9,5,6
305:3,6,7,9,2,8,7,1,9,8,5,9,1,4,4,2,2,2,2,3,3,9,3,3,7,8,8,2,3,3
306:2,8,3,1,7,8,6,4,5,2,3,8,1,7,4,8,2,2,8,9,2,8,9,3,8,9,8,5,9,2
307:9,5,8,5,6,8,4,7,2,9,8,2,8,4,3,2,3,2,2,9,5,1,1,7,9,7,7,8,6,4
308:8,3,1,6,9,6,3,9,6,6,5,1,1,8,7,8,2,7,2,6,8,4,5,3,5,7,6,3,9,7
309:2,4,8,1,2,1,3,9,3,3,1,5,6,4,9,4,5,6,5,5,5,2,2,2,9,1,1,5,8,2
310:7,9,2,8,7,1,5,8,7,6,1,4,2,5,8,8,1,8,7,7,3,6,3,6,2,3,5,2,5,8
311:9,4,9,6,1,8,3,8,7,8,4,4,7,1,2,8,2,8,6,3,1,9,3,2,7,8,3,5,8,2
312:2,9,4,8,3,7,6,4,1,2,5,8,6,1,9,1,7,2,5,5,9,4,3,4,8,3,4,2,7,7
313:2,2,8,8,8,2,9,3,6,1,9,6,6,9,6,9,5,8,3,3,6,2,9,9,4,7,7,2,9,2
314:6,3,3,1,7,8,6,7,9,9,8,8,7,7,3,8,6,3,4,7,2,4,3,2,4,2,4,6,9,1
315:4,5,9,3,5,1,3,6,2,4,8,6,5,3,5,9,8,4,7,9,9,4,6,7,9,4,6,6,5,3
316:6,6,4,8,5,4,6,2,6,2,9,6,8,3,7,4,7,1,5,1,1,9,3,7,9,9,9,8,1,3
317:1,1,2,4,3,1,7,5,8,7,3,9,7,3,6,9,7,7,4,2,9,5,6,4,9,6,4,1,6,8
318:1,5,5,2,9,4,4,6,9,7,7,7,4,5,7,9,9,8,5,7,3,7,7,9,3,5,9,4,2,8
319:3,5,9,4,1,4,7,2,6,9,7,5,9,8,6,2,2,6,5,6,5,8,8,2,6,8,7,4,2,5
320:7,5,8,1,3,3,1,9,8,2,9,1,6,2,5,5,7,1,8,9,4,1,3,6,1,3,5,2,1,6
321:3,3,7,5,1,8,9,1,1,8,4,6,5,7,1,4,2,1,7,9,2,4,3,7,8,4,3,3,4,9
322:7,1,9,8,5,3,7,3,7,6,7,1,7,4,7,6,1,5,4,8,9,4,6,2,8,4,1,7,1,9
323:8,5,7,4,2,7,3,2,4,4,8,8,2,8,2,2,2,1,6,6,9,9,1,7,8,8,8,3,4,6
324:6,3,1,6,5,2,4,1,3,4,4,8,6,5,5,7,7,6,1,1,6,4,9,2,9,1,3,5,5,2
325:4,9,2,4,3,4,4,3,3,6,2,6,2,6,9,6,3,9,1,5,9,5,9,8,4,5,5,8,6,9
326:7,9,2,8,7,1,5,8,7,6,1,4,2,5,8,8,1,8,7,7,3,6,3,6,2,3,5,4,5,1
327:2,3,5,4,8,4,3,5,3,5,5,7,5,6,7,9,2,4,5,6,3,5,7,7,9,5,5,1,7,9
328:2,3,9,4,8,8,3,5,6,4,2,2,5,9,8,6,8,8,1,1,4,7,9,3,4,4,7,4,7,6
329:6,4,7,1,4,3,4,5,4,7,6,9,9,4,7,9,7,8,7,3,9,9,3,1,1,9,5,4,1,6
330:6,2,2,5,4,9,9,7,6,8,7,8,8,6,5,4,1,8,2,9,4,6,5,4,8,5,3,3,7,2
331:1,8,4,3,6,3,6,8,4,5,7,3,7,4,7,5,7,3,2,4,7,2,1,3,4,7,9,4,7,9
332:4,4,6,7,3,7,9,4,2,1,7,1,8,1,9,5,5,8,6,2,9,9,4,2,2,1,5,1,1,3
333:4,6,8,3,2,1,7,1,6,8,7,8,6,8,4,9,6,8,6,9,3,6,6,5,8,2,7,4,4,2
334:8,1,7,9,2,3,3,5,9,8,4,6,7,4,6,4,4,8,5,2,2,3,6,4,5,7,5,9,3,1
335:1,8,3,2,7,9,3,2,9,7,1,5,8,8,2,5,5,3,7,9,7,9,8,4,5,4,1,9,5,8
336:9,2,7,3,5,8,4,1,2,4,4,2,5,2,4,7,6,2,4,4,3,2,2,8,1,5,1,6,4,4
337:3,2,6,4,3,5,1,6,9,2,3,6,4,4,8,1,7,2,1,3,4,1,4,4,2,5,1,3,7,2
338:5,8,7,3,7,9,1,7,1,4,8,6,6,8,5,9,3,2,4,8,4,8,4,4,8,9,8,2,6,4
339:6,8,3,3,8,6,8,2,2,3,5,3,5,6,9,1,2,2,8,4,5,5,4,7,4,5,9,4,6,9
340:1,8,4,3,6,3,6,8,4,5,7,3,7,4,7,5,7,3,2,4,7,3,1,3,4,7,9,4,7,2
341:6,3,7,5,2,1,8,4,5,1,6,8,3,7,8,7,6,4,5,7,1,7,1,9,9,4,4,8,1,9
342:3,4,8,2,1,9,1,8,3,7,9,5,9,8,2,6,8,9,1,7,8,8,8,8,3,9,6,9,4,6
343:8,4,7,9,2,8,5,5,2,8,5,5,6,4,4,9,2,5,6,8,4,4,1,2,6,5,9,9,2,3
344:9,7,3,6,6,9,4,1,7,7,3,7,8,8,1,3,3,4,8,6,6,6,6,5,2,9,6,1,4,1
345:8,2,4,8,3,1,4,9,9,4,9,8,6,2,4,1,3,7,8,4,6,3,5,1,1,4,6,2,5,5
346:9,2,5,9,5,9,6,2,2,6,3,3,9,2,7,4,9,1,9,9,8,2,4,3,9,3,4,7,7,9
347:6,1,4,9,5,3,6,6,9,7,5,3,5,8,7,7,9,9,9,6,6,2,3,3,2,1,9,2,1,9
348:2,9,5,2,1,9,9,7,1,7,3,3,8,7,6,7,1,6,6,9,9,7,2,6,2,9,7,1,2,5
349:6,2,2,7,4,1,8,5,8,3,8,3,7,6,5,1,8,9,3,6,7,6,6,9,4,3,9,7,5,7
350:2,1,3,3,6,3,1,2,5,1,9,7,8,6,6,1,6,1,8,2,1,5,3,2,5,9,9,5,5,8
351:2,2,8,8,8,2,9,3,6,1,9,6,6,9,6,9,5,8,3,3,6,2,9,9,4,7,7,2,9,3
352:2,8,5,4,4,4,9,9,7,5,9,2,7,8,4,8,7,5,1,8,5,6,8,4,3,8,3,4,3,4
353:9,1,8,5,9,8,1,7,6,5,5,3,2,9,3,9,4,7,7,8,2,1,7,6,4,3,1,1,8,2
354:1,7,9,1,7,2,9,7,1,4,4,2,8,1,1,7,1,6,6,2,5,8,1,3,2,1,9,5,9,7
355:8,4,7,6,7,4,2,6,2,9,8,7,5,4,2,3,5,5,1,1,1,5,6,2,7,8,8,6,2,8
356:4,9,7,6,9,6,5,6,1,6,5,1,3,7,2,7,1,6,8,7,8,3,6,2,7,4,1,1,1,4
357:5,8,4,8,5,2,7,3,9,7,2,3,2,5,6,9,2,5,6,3,1,9,8,1,3,9,4,1,8,5
358:3,3,7,5,1,8,9,1,1,8,4,6,5,7,1,4,2,1,7,9,2,4,3,7,8,6,3,3,4,1
359:1,2,3,1,2,1,7,6,2,4,2,2,3,6,6,2,7,9,1,8,4,9,5,6,1,2,2,4,4,8
360:2,7,9,2,6,7,8,4,2,9,6,5,1,8,4,9,7,9,3,3,7,8,8,1,4,9,9,3,6,5
361:9,5,4,4,6,9,3,1,9,9,1,2,2,5,6,8,3,1,1,8,1,2,9,6,2,2,7,5,7,3
362:2,9,5,2,1,9,9,7,1,7,3,3,2,7,6,7,1,6,6,9,9,7,2,6,2,9,7,1,2,9
363:1,1,3,1,4,7,7,6,2,1,3,7,8,1,8,6,8,3,7,3,7,4,6,8,6,9,9,1,1,2
364:7,5,8,4,6,7,2,7,7,5,7,9,6,2,1,5,6,3,7,1,9,9,3,3,1,9,9,3,5,6
365:8,2,8,4,3,6,3,8,2,9,8,8,1,8,4,1,8,3,8,3,5,2,2,2,2,5,1,3,8,3
366:8,1,1,2,1,6,3,3,8,4,2,7,4,9,7,8,6,2,2,3,1,2,2,3,4,5,3,3,1,2
367:7,2,5,6,2,9,1,6,9,3,4,6,1,8,6,7,2,5,7,8,3,3,7,5,3,2,7,8,1,3
368:8,5,4,4,8,9,5,7,3,4,9,3,8,3,4,8,2,1,4,7,9,8,3,1,1,8,8,5,1,8
369:3,2,3,9,3,2,6,8,1,4,3,2,4,6,6,8,4,6,4,3,1,7,6,2,7,6,5,8,2,3
370:1,9,7,9,5,1,4,2,1,7,3,2,9,2,7,9,3,9,5,6,2,3,7,3,7,5,6,4,3,4
371:8,3,8,7,3,8,4,2,4,6,6,8,9,8,7,7,8,2,6,5,9,6,1,8,9,2,7,5,7,4
372:5,7,6,1,4,1,7,2,2,1,8,5,8,7,2,5,4,6,6,6,8,7,1,1,2,5,3,2,3,3
373:5,6,9,5,1,9,6,8,3,9,2,8,1,9,5,7,6,3,3,7,2,4,9,9,4,6,5,5,2,8
374:9,5,7,1,3,4,7,9,8,4,2,6,2,2,5,3,3,3,9,1,5,6,4,8,3,8,8,9,7,7
375:4,4,6,7,3,7,9,4,2,1,7,1,8,1,9,5,5,8,6,2,9,9,4,2,2,1,5,1,1,1
376:4,6,5,1,2,8,9,3,4,9,7,6,5,2,1,9,6,6,7,8,8,3,5,3,5,3,4,3,7,1
377:5,8,7,3,7,9,1,7,1,4,8,6,6,8,5,9,3,2,4,8,4,8,4,4,8,8,8,2,6,6
378:2,2,9,4,6,5,3,7,6,7,1,7,4,5,5,6,7,9,8,2,8,3,3,2,8,8,3,8,4,9
379:5,2,9,2,9,1,9,7,7,5,9,7,3,4,1,4,3,7,4,3,4,6,7,3,7,8,4,8,4,2
380:1,5,5,2,9,4,4,6,9,7,5,7,4,5,7,9,9,8,5,7,3,7,7,9,3,5,9,4,2,8
381:7,8,5,2,4,9,5,3,4,3,1,5,8,9,2,5,2,9,4,1,5,1,6,8,8,6,1,9,1,4
382:2,7,7,7,2,3,3,5,6,9,3,6,6,8,9,5,2,2,3,6,3,1,1,2,4,4,2,4,1,3
383:5,9,6,3,6,1,9,8,2,5,1,7,7,3,9,7,2,1,8,6,6,9,9,9,4,2,7,5,8,4
384:8,5,6,8,6,3,2,7,7,9,3,7,7,7,7,8,2,2,1,1,4,6,7,5,1,6,5,1,6,5
385:8,5,4,4,8,9,5,7,3,4,9,3,8,3,4,8,2,1,4,7,9,8,3,1,1,8,8,5,1,6
386:4,7,5,5,1,7,8,3,5,8,9,4,8,5,3,2,7,3,3,4,1,1,2,5,9,9,6,7,4,5
387:8,4,7,9,2,8,5,5,2,8,5,2,6,4,4,9,2,5,6,8,4,4,1,2,6,5,9,9,2,5
388:2,5,4,1,7,1,6,5,2,6,4,1,5,4,8,4,7,5,8,2,2,2,3,3,7,8,2,6,1,9
389:1,8,3,2,7,9,3,2,9,1,1,5,8,8,2,5,5,3,7,9,7,9,8,4,5,4,1,9,5,8
390:7,7,4,3,7,1,1,9,3,3,3,6,5,7,9,6,1,2,9,6,3,1,1,5,2,6,9,7,3,7
391:1,4,7,9,2,2,2,1,5,9,4,5,5,6,8,8,7,7,7,4,5,6,7,3,2,6,8,3,8,2
392:9,6,9,2,6,4,8,5,2,3,8,6,6,5,5,1,1,4,1,6,1,8,1,4,4,4,4,8,1,1
393:8,2,4,8,3,1,4,9,9,4,9,8,6,2,4,1,8,7,8,4,6,3,5,1,1,4,6,2,5,5
394:7,8,6,9,4,5,1,7,5,5,6,4,4,3,6,2,8,3,6,4,1,6,7,1,7,9,2,1,9,2
395:3,1,8,7,9,9,4,9,8,1,4,4,8,7,6,6,8,2,9,3,9,7,9,8,2,5,9,8,6,8
396:1,4,7,9,2,2,2,1,5,9,4,5,5,6,8,8,7,7,7,4,5,6,7,3,2,6,8,3,8,6
397:1,8,4,3,6,3,6,8,4,5,7,3,7,4,7,5,7,3,2,4,7,3,1,3,4,7,9,4,7,9
398:5,9,6,3,6,1,9,8,2,5,1,7,7,3,9,7,2,1,8,6,6,9,9,9,4,2,7,5,8,2
399:6,4,7,1,4,3,4,5,4,8,6,9,9,4,7,9,7,8,7,3,9,9,3,1,1,9,5,4,1,6
400:2,8,5,4,4,4,9,9,7,5,9,2,7,8,4,8,7,5,1,8,5,6,8,4,3,8,3,8,3,4
401:6,5,1,4,1,1,7,1,5,3,5,7,2,4,2,9,7,6,3,8,6,9,3,8,9,8,7,5,5,4
402:9,9,1,5,6,2,1,1,4,7,4,2,7,3,5,7,7,4,1,5,1,4,3,8,6,2,4,6,4,3
403:2,2,9,5,5,3,8,5,4,1,7,4,3,7,7,8,7,1,4,3,3,5,2,9,8,2,4,1,3,1
404:1,9,4,7,9,5,4,9,2,6,3,4,4,6,1,8,5,1,2,3,6,8,3,3,4,6,7,6,2,3
405:7,5,7,4,7,8,1,1,1,1,1,5,6,7,3,6,4,6,8,4,2,6,8,4,2,6,7,2,9,6
406:3,2,3,9,3,2,9,8,1,4,3,2,4,6,6,8,4,6,4,3,1,7,6,2,7,6,5,8,2,9
407:5,3,5,1,3,1,4,3,9,4,5,8,2,7,8,4,7,7,7,9,9,2,3,8,2,6,7,6,8,6
408:1,4,3,1,1,3,5,6,3,6,7,2,9,7,8,1,3,4,4,9,4,2,9,8,8,5,8,4,1,1
409:6,9,3,6,2,8,9,4,5,1,4,7,5,3,8,2,6,7,9,3,7,4,3,4,8,4,1,1,7,8
410:6,8,2,2,4,8,4,6,2,8,9,9,3,6,9,4,6,8,5,3,8,1,9,5,8,9,2,1,6,3
411:8,6,7,1,1,1,3,5,1,7,8,7,9,3,9,5,7,3,5,2,6,8,8,3,8,1,6,5,2,1
412:1,1,4,3,6,2,3,4,7,8,3,3,6,7,4,1,9,1,8,7,8,7,3,9,9,2,8,8,5,1
413:6,3,1,1,7,9,7,4,1,5,9,7,8,4,7,9,2,2,8,1,8,8,1,7,4,4,3,8,9,5
414:2,9,1,9,3,3,6,6,1,6,8,7,7,8,5,9,5,2,6,5,8,4,7,5,7,8,5,8,6,7
415:6,1,2,3,2,5,4,6,1,2,9,3,7,9,8,4,3,1,9,2,6,8,2,3,6,6,4,1,4,2
416:2,4,9,1,6,1,9,1,9,4,3,5,4,6,2,1,6,6,6,4,7,3,1,3,3,6,3,2,1,7
417:4,3,7,2,3,7,9,5,2,8,7,4,7,9,7,4,5,1,2,6,6,6,6,8,7,2,6,4,8,3
418:7,8,8,4,6,6,2,2,1,9,5,2,2,6,7,3,2,1,5,6,8,7,5,1,5,5,8,9,7,2
419:2,8,7,2,4,1,9,9,5,2,7,3,1,4,8,2,6,1,3,9,3,6,4,3,8,4,7,6,9,7
420:2,4,1,4,3,4,3,1,1,3,2,9,7,3,8,3,2,5,3,8,2,9,9,7,7,7,3,5,1,1
421:4,5,9,3,5,1,3,6,2,1,8,6,5,3,5,9,8,4,7,9,9,4,6,7,9,4,6,6,5,3
422:7,3,3,9,4,5,5,8,4,8,9,1,9,4,3,7,2,7,2,9,4,7,8,8,3,5,3,1,2,6
423:3,2,3,9,3,2,6,8,1,4,3,2,4,6,6,8,4,6,4,3,1,7,6,2,7,6,5,8,2,9
424:8,1,4,1,1,5,1,8,8,8,4,1,4,6,6,3,5,7,7,4,2,6,3,3,9,2,1,2,1,4
425:8,6,1,3,2,8,3,5,7,9,9,6,6,3,2,8,6,1,3,2,7,3,7,8,5,6,4,8,2,9
426:1,7,2,9,4,2,7,4,2,7,3,4,5,3,7,9,4,7,7,2,5,7,8,9,6,6,7,6,3,6
427:5,3,5,3,1,6,5,9,4,4,9,5,7,9,5,9,9,6,6,8,2,9,7,2,8,3,4,8,2,3
428:8,1,7,9,2,3,3,5,9,8,4,6,7,4,6,4,4,8,5,2,2,3,6,4,9,7,5,9,3,1
429:4,7,3,1,9,8,3,5,2,7,4,9,9,8,8,5,8,2,3,8,6,9,5,7,3,7,8,2,6,2
430:9,9,3,2,1,8,1,5,7,8,4,7,7,1,3,7,2,4,5,2,8,6,3,7,7,3,4,2,2,4
431:8,6,3,6,7,2,4,3,1,3,4,8,8,9,8,6,8,2,6,5,5,3,7,6,2,2,4,5,4,4
432:7,7,4,3,7,1,1,9,3,3,3,6,5,7,9,6,1,2,9,6,3,1,1,5,2,6,9,7,3,2
433:5,7,6,1,4,1,7,2,2,1,8,5,8,7,2,5,4,6,6,6,8,7,1,1,2,5,3,2,3,2
434:2,1,9,7,1,4,8,3,8,1,7,5,1,9,6,1,6,4,8,8,7,1,4,8,8,8,1,6,4,6
435:9,1,6,9,4,4,4,4,9,7,7,6,4,9,6,5,4,7,6,8,5,4,7,4,2,6,8,1,5,3
436:3,4,2,5,2,5,1,6,8,4,3,4,7,5,4,5,2,4,5,1,7,9,7,4,2,3,7,8,3,7
437:2,3,8,4,3,1,2,7,4,9,3,3,9,8,5,8,5,1,6,6,9,2,6,6,9,8,3,3,9,6
438:2,3,6,5,4,6,5,8,1,5,2,9,3,6,7,7,6,1,4,7,6,4,5,8,2,4,7,8,5,2
439:5,3,3,5,8,9,1,8,7,9,5,9,6,4,4,9,9,8,8,5,1,5,4,7,5,2,7,1,9,9
440:2,5,4,1,7,1,6,5,2,6,4,1,5,4,8,4,7,5,8,2,2,2,3,3,7,8,2,6,1,3
441:8,2,4,8,3,1,4,9,9,4,9,8,6,2,4,1,8,7,8,4,6,3,5,1,1,4,6,2,5,4
442:4,9,1,5,4,1,9,1,5,1,2,6,4,5,3,1,3,6,2,4,2,4,6,3,5,8,5,5,4,4
443:5,1,1,9,7,6,7,1,5,4,6,5,6,7,1,1,2,3,3,7,3,2,2,3,9,3,7,3,2,3
444:6,4,9,6,6,9,4,8,4,1,7,5,1,5,9,4,9,8,3,1,8,9,5,4,3,7,9,8,5,6
445:5,1,3,7,9,2,2,7,9,6,8,9,9,4,3,2,3,6,3,1,3,6,8,8,4,6,6,8,5,9
446:2,9,4,8,3,7,6,4,1,2,5,8,6,1,9,1,7,2,5,5,9,4,3,4,8,3,4,2,7,3
447:7,7,4,3,7,1,1,9,3,3,3,6,5,7,9,6,1,2,9,6,3,1,1,5,2,6,2,7,3,7
448:6,3,3,8,4,1,4,5,3,3,2,9,5,7,7,4,1,4,3,2,9,1,3,8,5,9,9,8,3,7
449:2,3,1,6,8,3,4,4,8,6,2,2,3,1,2,7,7,1,8,9,7,1,4,2,9,2,1,5,2,1
450:9,5,4,3,3,3,5,4,9,4,5,8,1,4,9,9,5,4,8,7,1,4,8,6,7,6,8,4,5,9
